"PIC","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ProjectCode","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"E10170069","APP","Raumanmeren Merimuseosäätiö sr","Foundation","Rauma","Satakunta","Finland","2020-1-FI01-KA104-066322","KA104","Adult education staff mobility",2020,"Uusia taitoja aikuisten oppimiseen Raumalla","RaumO",30,"Follow-up",01.06.20,30.11.22,"4 944,00 €","TOPIC-4_TOPIC-69_TOPIC-19","Kulttuuri ja luovuus_Aktiivinen kansalaisuus_Interkulttuurinen koulutus"
"E10046125","APP","Raunistulan koulu/Turku Education Division","School/Institute/Educational centre – General education (basic education)","Turku","Varsinais-Suomi","Finland","2015-1-FI01-KA219-008947_1","KA219","Strategic Partnerships for Schools Only",2015,"Sea Breeze - bringing European people together","Sea Breeze",24,"Finalised",01.09.15,31.08.17,17340,"TOPIC-13_TOPIC-22_TOPIC-32","Kestävä kehitys_Luonnontieteet_Tutkimus ja innovointi"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2019-1-FI01-KA105-060208","KA105","Youth mobility",2019,"Finland <3 Spain - Save a piece of the world together",,10,"Finalised",01.05.19,29.02.20,"25 520,00 €","TOPIC-13","Kestävä kehitys"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2019-1-FI01-KA105-060317","KA105","Youth mobility",2019,"Jássas - Hei - Hello Culture!",,12,"Finalised",01.05.19,30.04.20,"18 790,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2015-3-FI01-KA105-022172","KA105","Youth mobility",2015,"Creativity and culture among international youth","CACAIY",8,"Finalised",01.04.16,30.11.16,"10 288,00 €","TOPIC-4_TOPIC-38_TOPIC-20","Kulttuuri ja luovuus_Nuorisoala_Globaali yhteistyö"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2018-1-FI01-KA105-047085","KA105","Youth mobility",2018,"EGYÜTT - YHDESSÄ II",,12,"Finalised",01.05.18,30.04.19,"15 448,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2017-1-FI01-KA105-034637","KA105","Youth mobility",2017,"New experiences",,6,"Finalised",02.05.17,01.11.17,"29 468,00 €","TOPIC-4","Kulttuuri ja luovuus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2017-2-FI01-KA105-034817","KA105","Youth mobility",2017,"Együtt - Yhdessä",,12,"Finalised",01.08.17,31.07.18,"18 748,00 €","TOPIC-15","Tasa-arvo ja osallisuus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2015-1-FI01-KA105-008592","KA105","Youth mobility",2015,"Learn to see the world by new eyes PART II",,8,"Finalised",01.05.15,31.12.15,"17 100,00 €","TOPIC-30_TOPIC-16_TOPIC-4","Osaamisen tunnistaminen ja tunnustaminen_Terveys ja hyvinvointi_Kulttuuri ja luovuus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2014-2-FI01-KA105-000710","KA105","Youth mobility",2014,"Unemployed youngsters going abroad to expand their experience of life",,12,"Finalised",01.08.14,31.07.15,"16 335,00 €","TOPIC-38_TOPIC-19","Nuorisoala_Interkulttuurinen koulutus"
"E10099853","APP","Rautjärven kunta","Local Public body","Simpele","Etelä-Karjala","Finland","2014-3-FI01-KA105-008508","KA105","Youth mobility",2014,"Learn to see the world by new eyes",,11,"Finalised",10.01.15,09.12.15,"19 844,00 €","TOPIC-4_TOPIC-16","Kulttuuri ja luovuus_Terveys ja hyvinvointi"
"E10042544","APP","Real Estate Education Foundation sr","School/Institute/Educational centre – Adult education","Helsinki","Helsinki-Uusimaa","Finland","2017-1-FI01-KA202-034760","KA202","Strategic Partnerships for vocational education and training",2017,"Towards sustainable and energy efficient real estate education and training","SEER",24,"Finalised",01.09.17,31.08.19,"116 845,00 €","TOPIC-20_TOPIC-13","Globaali yhteistyö_Kestävä kehitys"
"E10084087","APP","Revonlahden koulu","School/Institute/Educational centre – General education (pre-primary level)","Siikajoki","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046877","KA101","School education staff mobility",2018,"Kohti uutta toimintakulttuuria",,36,"Follow-up",01.08.18,31.07.21,"43 516,00 €","TOPIC-4_TOPIC-21_TOPIC-20","Kulttuuri ja luovuus_Avaintaidot_Globaali yhteistyö"
"E10084087","APP","Revonlahden koulu","School/Institute/Educational centre – General education (basic education)","Siikajoki","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022283","KA101","School education staff mobility",2016,"Revonlahti Erasmus+ 2016",,24,"Finalised",01.06.16,31.05.18,"10 900,00 €","TOPIC-3_TOPIC-2_TOPIC-35","Digitaalisuus_Aktiivinen kansalaisuus_Kielten opetus ja oppiminen"
"E10084087","APP","Revonlahden koulu","School/Institute/Educational centre – General education (basic education)","Siikajoki","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA101-008687","KA101","School education staff mobility",2015,"Revonlahden kansainvälisyyshanke",,12,"Finalised",31.12.15,30.12.16,"5 070,00 €","TOPIC-35_TOPIC-2_TOPIC-3","Kielten opetus ja oppiminen_Aktiivinen kansalaisuus_Digitaalisuus"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2019-3-FI01-KA105-065931","KA105","Youth mobility",2019,"My Sustainable Future",,24,"Follow-up",01.01.20,31.12.21,"23 904,00 €","TOPIC-69_TOPIC-38_TOPIC-13","Aktiivinen kansalaisuus_Nuorisoala_Kestävä kehitys"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2016-3-FI01-KA105-034248","KA105","Youth mobility",2016,"Fly Europe 5",,13,"Finalised",01.03.17,31.03.18,"17 193,00 €","TOPIC-38_TOPIC-19","Nuorisoala_Interkulttuurinen koulutus"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2017-1-FI01-KA105-034606","KA105","Youth mobility",2017,"Check the Background!",,7,"Finalised",15.05.17,14.12.17,"13 512,00 €","TOPIC-19_TOPIC-33_TOPIC-38","Interkulttuurinen koulutus_Vähemmistöryhmät_Nuorisoala"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2017-3-FI01-KA105-046687","KA105","Youth mobility",2017,"Fly Europe 6",,15,"Finalised",15.01.18,14.04.19,"42 485,00 €","TOPIC-19_TOPIC-34_TOPIC-38","Interkulttuurinen koulutus_Alueellinen kehittäminen_Nuorisoala"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA105-022571","KA105","Youth mobility",2016,"Natural Home",,7,"Finalised",02.05.16,01.12.16,"11 734,00 €","TOPIC-20_TOPIC-13_TOPIC-38","Globaali yhteistyö_Kestävä kehitys_Nuorisoala"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2016-2-FI01-KA105-022828","KA105","Youth mobility",2016,"Fly Europe 4",,12,"Finalised",01.09.16,31.08.17,"28 061,00 €","TOPIC-19_TOPIC-23_TOPIC-55","Interkulttuurinen koulutus_Koulutuksen kehittäminen_Maahanmuutto ja kotoutuminen"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2015-2-FI01-KA105-009177","KA105","Youth mobility",2015,"Fly Europe 3",,12,"Finalised",01.09.15,31.08.16,"27 357,00 €","TOPIC-38_TOPIC-34_TOPIC-19","Nuorisoala_Alueellinen kehittäminen_Interkulttuurinen koulutus"
"E10088261","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA205-008654","KA205","Strategic Partnerships for youth",2015,"TransInnovation Camp for Youth",,27,"Finalised",01.08.15,31.10.17,"249 235,00 €","TOPIC-41_TOPIC-34_TOPIC-38","Yrittäjyys_Alueellinen kehittäminen_Nuorisoala"
"E10022691","APP","Rihun kyläkoulun Oppimiskeskus ry","Non-governmental organisation/association","Heinola","Päijät-Häme","Finland","2017-1-FI01-KA105-034667","KA105","Youth mobility",2017,"Biodynamic farm & communal life",,5,"Finalised",15.05.17,14.10.17,"3 600,00 €","TOPIC-19_TOPIC-13_TOPIC-16","Interkulttuurinen koulutus_Kestävä kehitys_Terveys ja hyvinvointi"
"E10022691","APP","Rihun kyläkoulun Oppimiskeskus ry","Non-governmental organisation/association","Heinola","Päijät-Häme","Finland","2017-3-FI01-KA105-046695","KA105","Youth mobility",2017,"Biodynamic farm & communal life 2018",,12,"Finalised",01.02.18,31.01.19,"26 131,00 €","TOPIC-16_TOPIC-19_TOPIC-13","Terveys ja hyvinvointi_Interkulttuurinen koulutus_Kestävä kehitys"
"E10022691","APP","Rihun kyläkoulun Oppimiskeskus ry","Non-governmental organisation/association","Heinola","Päijät-Häme","Finland","2016-3-FI01-KA105-034256","KA105","Youth mobility",2016,"Biodynamic farm & communal life",,12,"Finalised",01.02.17,31.01.18,"24 856,00 €","TOPIC-19_TOPIC-13_TOPIC-16","Interkulttuurinen koulutus_Kestävä kehitys_Terveys ja hyvinvointi"
"E10128262","PA","Riihenmäen koulu","School/Institute/Educational centre – General education (pre-primary level)","Mäntsälä","Helsinki-Uusimaa","Finland","2015-1-TR01-KA219-022145_2","KA219","Strategic Partnerships for Schools Only",2015,"The Maths Rising All Europe",,24,"Finalised",01.09.15,31.08.17,31280,"TOPIC-20_TOPIC-21_TOPIC-7","Globaali yhteistyö_Avaintaidot_Opintojen keskeyttämisen ehkäisy"
"E10055382","APP","Riihimäen kaupunki, Sivistyksen ja hyvinvoinnin toimialue, Nuorisopalvelut","Local Public body","Riihimäki","Kanta-Häme","Finland","2018-3-FI01-KA105-060178","KA105","Youth mobility",2018,"Melt down the subcultural iceberg",,12,"Finalised",01.01.19,31.12.19,"16 570,00 €","TOPIC-69_TOPIC-18_TOPIC-38","Aktiivinen kansalaisuus_Tasa-arvo ja osallisuus_Nuorisoala"
"E10055382","APP","Riihimäen kaupunki, Sivistyksen ja hyvinvoinnin toimialue, Nuorisopalvelut","Local Public body","Riihimäki","Kanta-Häme","Finland","2019-3-FI01-KA105-065902","KA105","Youth mobility",2019,"My Dream Town",,24,"Follow-up",01.02.20,31.01.22,"19 746,00 €","TOPIC-29_TOPIC-69_TOPIC-38","Nuorisoala_Aktiivinen kansalaisuus"
"E10117894","APP","Riihimaen lukio","School/Institute/Educational centre – General education (secondary level)","Riihimäki","Kanta-Häme","Finland","2014-1-FI01-KA101-000156","KA101","School education staff mobility",2014,"Opetusmenetelmien kehittäminen Riihimäen lukiossa 2014 - 2016",,24,"Finalised",01.07.14,30.06.16,"20 565,00 €","TOPIC-23_TOPIC-20_TOPIC-28","Koulutuksen kehittäminen_Globaali yhteistyö_Laadunhallinta"
"E10117894","PA","Riihimaen lukio","School/Institute/Educational centre – General education (secondary level)","Riihimäki","Kanta-Häme","Finland","2016-1-UK01-KA219-024315_4","KA219","Strategic Partnerships for Schools Only",2016,"Building European Wellness in Learning for Life","BE WELL",24,"Finalised",03.10.16,02.10.18,21895,"TOPIC-16_TOPIC-18_TOPIC-25","Terveys ja hyvinvointi_Tasa-arvo ja osallisuus_Opetusmenetelmät"
"E10153906","APP","Riistaveden koulu","School/Institute/Educational centre – General education (basic education)","Kuopio","Pohjois-Savo","Finland","2018-1-FI01-KA101-047044","KA101","School education staff mobility",2018,"""Kuinka voit?"" Kokonaisvaltaisesta hyvinvoinnista huolehtimisen oppimiskokonaisuus",,12,"Finalised",01.06.18,31.05.19,"6 236,00 €","TOPIC-16_TOPIC-25_TOPIC-20","Terveys ja hyvinvointi_Opetusmenetelmät_Globaali yhteistyö"
"E10153906","APP","Riistaveden koulu","School/Institute/Educational centre – General education (basic education)","Kuopio","Pohjois-Savo","Finland","2020-1-FI01-KA229-066623_1","KA229","School Exchange Partnerships",2020,"Healthy lifestyle - power from nature",,24,"Follow-up",01.12.20,30.11.22,37862,"TOPIC-16_TOPIC-20_TOPIC-4","Terveys ja hyvinvointi_Globaali yhteistyö_Kulttuuri ja luovuus"
"E10193188","PA","Rikantilan koulu","School/Institute/Educational centre – General education (basic education)","Eurajoki","Satakunta","Finland","2015-1-EE01-KA219-013475_5","KA219","Strategic Partnerships for Schools Only",2015,"Learn and Share!",,36,"Finalised",01.09.15,31.08.18,28020,"TOPIC-21_TOPIC-3_TOPIC-35","Avaintaidot_Digitaalisuus_Kielten opetus ja oppiminen"
"E10043461","APP","RINNEKOTI SÄÄTIÖ","Foundation","Espoo","Helsinki-Uusimaa","Finland","2016-2-FI01-KA347-022858","KA347","Dialogue between young people and policy makers",2016,"Nuorten osallisuus",,17,"Finalised",01.08.16,31.12.17,"49 340,00 €","TOPIC-29_TOPIC-38_TOPIC-5","Nuorisoala_Vammaisuus ja erityistarpeet"
"E10005144","PA","Risö skola","School/Institute/Educational centre – General education (basic education)","Luoto","Pohjanmaa","Finland","2017-1-LV01-KA219-035456_5","KA219","Strategic Partnerships for Schools Only",2017,"The European Child :Learning by doing the 3 C's- Connect, Construct And Create.",,24,"Finalised",01.09.17,31.08.19,17630,"TOPIC-28_TOPIC-3_TOPIC-32","Laadunhallinta_Digitaalisuus_Tutkimus ja innovointi"
"E10005144","PA","Risö skola","School/Institute/Educational centre – General education (basic education)","Luoto","Pohjanmaa","Finland","2015-1-ES01-KA219-015783_3","KA219","Strategic Partnerships for Schools Only",2015,"S/he's Equal in Europe",,24,"Finalised",01.09.15,31.08.17,16870,"TOPIC-15_TOPIC-18_TOPIC-35","Tasa-arvo ja osallisuus_Kielten opetus ja oppiminen"
"E10080632","PA","Ristiinan yhtenäiskoulu","School/Institute/Educational centre – General education (secondary level)","Mikkeli","Etelä-Savo","Finland","2019-1-DE03-KA229-059655_5","KA229","School Exchange Partnerships",2019,"Be proud - be a scout",,24,"Follow-up",01.10.19,30.09.21,32264,"TOPIC-18_TOPIC-23_TOPIC-5","Tasa-arvo ja osallisuus_Koulutuksen kehittäminen_Vammaisuus ja erityistarpeet"
"E10080632","PA","Ristiinan yhtenäiskoulu ja lukio","School/Institute/Educational centre – General education (secondary level)","Mikkeli","Etelä-Savo","Finland","2017-1-DE03-KA219-035484_3","KA219","Strategic Partnerships for Schools Only",2017,"Explore culture - bit by bit",,24,"Finalised",01.11.17,31.10.19,21560,"TOPIC-18_TOPIC-4_TOPIC-5","Tasa-arvo ja osallisuus_Kulttuuri ja luovuus_Vammaisuus ja erityistarpeet"
"E10184266","PA","Ristijärven keskuskoulu","School/Institute/Educational centre – General education (basic education)","Ristijärvi","Kainuu","Finland","2014-1-FR01-KA201-002534","KA201","Strategic Partnerships for school education",2014,"Tell me where you live, I'll tell you what you eat",,24,"Finalised",01.09.14,31.08.16,40200,"TOPIC-2_TOPIC-3_TOPIC-35","Aktiivinen kansalaisuus_Digitaalisuus_Kielten opetus ja oppiminen"
"E10184266","PA","Ristijärven keskuskoulu","School/Institute/Educational centre – General education (basic education)","Ristijärvi","Kainuu","Finland","2018-1-FR01-KA229-047666_3","KA229","School Exchange Partnerships",2018,"Mens sano in corpore sano","EUrêKorpus",24,"Finalised",01.09.18,31.08.20,31888,"TOPIC-16_TOPIC-19_TOPIC-7","Terveys ja hyvinvointi_Interkulttuurinen koulutus_Opintojen keskeyttämisen ehkäisy"
"E10156331","APP","Ritaharju school","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022297","KA101","School education staff mobility",2016,"Curriculum 2016, Here We Come!",,24,"Finalised",01.08.16,31.07.18,"16 285,00 €","TOPIC-23_TOPIC-20_TOPIC-41","Koulutuksen kehittäminen_Globaali yhteistyö_Yrittäjyys"
"E10156331","APP","Ritaharju school","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-FI01-KA101-046904","KA101","School education staff mobility",2018,"Yhdessä tiiminä!",,36,"Follow-up",15.07.18,14.07.21,"20 370,00 €","TOPIC-35_TOPIC-28_TOPIC-23","Kielten opetus ja oppiminen_Laadunhallinta_Koulutuksen kehittäminen"
"E10156331","PA","Ritaharju school","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2017-1-DE03-KA219-035645_4","KA219","Strategic Partnerships for Schools Only",2017,"Ein Koffer voller Märchen reist durch Europa","MärEuro",36,"Finalised",01.09.17,31.08.20,29170,"TOPIC-18_TOPIC-3_TOPIC-35","Tasa-arvo ja osallisuus_Digitaalisuus_Kielten opetus ja oppiminen"
"E10156331","PA","Ritaharju school","School/Institute/Educational centre – General education (basic education)","Oulu","Pohjois-Pohjanmaa","Finland","2018-1-ES01-KA229-049975_2","KA229","School Exchange Partnerships",2018,"Integration of Refugees through Digital Tools and Cultural Heritage","IntegrApp+",36,"Follow-up",01.09.18,31.08.21,27927,"TOPIC-3_TOPIC-55_TOPIC-70","Digitaalisuus_Maahanmuutto ja kotoutuminen_Kulttuuriperintö"
"E10047436","APP","Rovaniemen aikuislukio","School/Institute/Educational centre – Adult education","Rovaniemi","Lappi","Finland","2014-1-FI01-KA104-000425","KA104","Adult education staff mobility",2014,"Maahanmuuttajakoulutuksen parhaat käytänteet",,24,"Finalised",01.08.14,31.07.16,"15 992,00 €","TOPIC-19_TOPIC-25","Interkulttuurinen koulutus_Opetusmenetelmät"
"E10084909","APP","Rovaniemen Kaupungin nuorisopalvelut","Local Public body","Rovaniemi","Lappi","Finland","2017-3-FI01-KA105-046608","KA105","Youth mobility",2017,"Ihmisoikeudet, yhdenvertaisuus ja kulttuurien välinen vuorovaikutus",,16,"Finalised",01.03.18,30.06.19,"19 470,00 €","TOPIC-4_TOPIC-38_TOPIC-17","Kulttuuri ja luovuus_Nuorisoala_Oikeus- ja sisäasiat"
"E10084909","APP","Rovaniemen Kaupungin nuorisopalvelut","Local Public body","Rovaniemi","Lappi","Finland","2016-2-FI01-KA105-022785","KA105","Youth mobility",2016,"Learning by experience, EVS project at Youth Center Monde 2016-2017",,14,"Finalised",01.08.16,30.09.17,"9 535,00 €","TOPIC-38_TOPIC-15_TOPIC-4","Nuorisoala_Tasa-arvo ja osallisuus_Kulttuuri ja luovuus"
"E10084909","APP","Rovaniemen Kaupungin nuorisopalvelut","Local Public body","Rovaniemi","Lappi","Finland","2016-3-FI01-KA105-034257","KA105","Youth mobility",2016,"EVS project at Youthcenter Monde 2017-2018",,14,"Finalised",01.02.17,31.03.18,"19 511,00 €","TOPIC-38_TOPIC-2","Nuorisoala_Aktiivinen kansalaisuus"
"E10084909","APP","Rovaniemen Kaupungin nuorisopalvelut","Local Public body","Rovaniemi","Lappi","Finland","2015-3-FI01-KA105-022168","KA105","Youth mobility",2015,"Digitaalinen pelitoiminnan hanke nuorisokeskus Mondella v 2016",,12,"Finalised",01.03.16,28.02.17,"9 535,00 €","TOPIC-3_TOPIC-38_TOPIC-20","Digitaalisuus_Nuorisoala_Globaali yhteistyö"
"E10063973","APP","Rovaniemen kaupunki","Local Public body","Rovaniemi","Lappi","Finland","2019-1-FI01-KA104-060515","KA104","Adult education staff mobility",2019,"Vetovoimaa taiteesta",,29,"Follow-up",31.12.19,30.05.22,"30 823,00 €","TOPIC-23_TOPIC-4_TOPIC-3","Koulutuksen kehittäminen_Kulttuuri ja luovuus_Digitaalisuus"
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2014-1-FI01-KA102-000344","KA102","VET learner and staff mobility",2014,"New ECVET teaching and learning culture for Europe and Lapland","NEWECVET",24,"Finalised",01.08.14,31.07.16,"23 048,00 €","TOPIC-23_TOPIC-28_TOPIC-25","Koulutuksen kehittäminen_Laadunhallinta_Opetusmenetelmät"
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2020-1-FI01-KA116-066112","KA116","VET learner and staff mobility with VET mobility charter",2020,"VET learner and staff mobility with VET mobility charter","Skills for working life",24,"Follow-up",01.08.20,31.07.22,"110 765,00 €",,
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2019-1-FI01-KA116-060441","KA116","VET learner and staff mobility with VET mobility charter",2019,"VET learner and staff mobility with VET mobility charter",,36,"Follow-up",01.06.19,31.05.22,"200 358,00 €",,
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2016-1-FI01-KA116-022405","KA116","VET learner and staff mobility with VET mobility charter",2016,"VET learner and staff mobility with VET mobility charter",,24,"Finalised",01.06.16,31.05.18,"112 676,00 €",,
"E10143750","PA","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2014-1-AT01-KA201-000917","KA201","Strategic Partnerships for school education",2014,"Customer Service in Practice","CSP",24,"Finalised",01.09.14,31.08.16,33790,"TOPIC-20_TOPIC-35_TOPIC-4","Globaali yhteistyö_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2018-1-FI01-KA202-047292","KA202","Strategic Partnerships for vocational education and training",2018,"Personalized competence based learning paths for VET in Europe","PE-LE",40,"Follow-up",01.09.18,31.12.21,"258 605,00 €","TOPIC-23_TOPIC-3_TOPIC-72","Koulutuksen kehittäminen_Digitaalisuus_Työelämäyhteistyö"
"E10143750","PA","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2016-1-AT01-KA219-016665_2","KA219","Strategic Partnerships for Schools Only",2016,"Forest - Metsä - Wald","fmw",24,"Finalised",01.09.16,31.08.18,37160,"TOPIC-13_TOPIC-3_TOPIC-35","Kestävä kehitys_Digitaalisuus_Kielten opetus ja oppiminen"
"E10143750","PA","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2020-1-BE01-KA229-074944_2","KA229","School Exchange Partnerships",2020,"Care for our planet with Natura 2000 and stand up against climate change!","COPNAT",24,"Follow-up",01.09.20,31.08.22,29120,"TOPIC-13_TOPIC-22_TOPIC-7","Kestävä kehitys_Luonnontieteet_Opintojen keskeyttämisen ehkäisy"
"E10143750","PA","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2019-1-DE03-KA229-059767_4","KA229","School Exchange Partnerships",2019,"Our Spaces",,24,"Follow-up",01.09.19,31.08.21,18518,"TOPIC-71_TOPIC-73","Yrittäjyys_Kestävä kehitys"
"E10143750","APP","Rovaniemen koulutuskuntayhtymä REDU","School/Institute/Educational centre – Vocational Training (secondary level)","Rovaniemi","Lappi","Finland","2019-1-FI01-KA229-060740_1","KA229","School Exchange Partnerships",2019,"From snow dunes to sand dunes - cultural diversity across Europe from NE to SW","NE-SW",36,"Follow-up",01.09.19,31.08.22,35536,"TOPIC-3_TOPIC-35_TOPIC-4","Digitaalisuus_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10012781","APP","Rovaniemen Seudun Steiner-kouluyhdistys ry","School/Institute/Educational centre – General education (basic education)","Rovaniemi","Lappi","Finland","2015-1-FI01-KA101-008864","KA101","School education staff mobility",2015,"Kontakteja, kokemusten vaihtoa ja koulutusta",,12,"Finalised",01.06.15,31.05.16,"6 174,00 €","TOPIC-20_TOPIC-19_TOPIC-25","Globaali yhteistyö_Interkulttuurinen koulutus_Opetusmenetelmät"
"E10009170","PA","Rovastinkankaan koulu","School/Institute/Educational centre – General education (basic education)","Orivesi","Pirkanmaa","Finland","2015-1-ES01-KA219-015622_3","KA219","Strategic Partnerships for Schools Only",2015,"CHILDREN IN A EUROPE OF 2020",,24,"Finalised",01.09.15,31.08.17,19385,"TOPIC-21_TOPIC-32_TOPIC-6","Avaintaidot_Tutkimus ja innovointi_Tasa-arvo ja osallisuus"
"E10009170","PA","Rovastinkankaan koulu","School/Institute/Educational centre – General education (basic education)","Orivesi","Pirkanmaa","Finland","2018-1-ES01-KA229-050144_5","KA229","School Exchange Partnerships",2018,"TOGETHER - STRONG AND SAFE","Together",30,"Follow-up",01.09.18,28.02.21,22278,"TOPIC-18_TOPIC-6_TOPIC-70","Tasa-arvo ja osallisuus_Kulttuuriperintö"
"E10059549","PA","Rukan koulu","School/Institute/Educational centre – General education (basic education)","Kuusamo","Pohjois-Pohjanmaa","Finland","2017-1-DE03-KA219-035521_2","KA219","Strategic Partnerships for Schools Only",2017,"Wir in Europa - weltoffen, aber doch lokal verwurzelt!",,33,"Finalised",01.09.17,31.05.20,31170,"TOPIC-2_TOPIC-35_TOPIC-4","Aktiivinen kansalaisuus_Kielten opetus ja oppiminen_Kulttuuri ja luovuus"
"E10239121","APP","Ruokolahden kunta","Local Public body","Ruokolahti","Etelä-Karjala","Finland","2020-1-FI01-KA105-066311","KA105","Youth mobility",2020,"Green Nature - From another point of view","GN-FAPOV",19,"Follow-up",03.05.20,02.12.21,"24 680,00 €","TOPIC-13_TOPIC-16","Kestävä kehitys_Terveys ja hyvinvointi"
"E10013953","APP","Ruoveden yhteiskoulu","School/Institute/Educational centre – General education (basic education)","Ruovesi","Pirkanmaa","Finland","2014-1-FI01-KA101-000396","KA101","School education staff mobility",2014,"Job shadowing",,24,"Finalised",18.08.14,17.08.16,"12 070,00 €","TOPIC-19_TOPIC-2_TOPIC-23","Interkulttuurinen koulutus_Aktiivinen kansalaisuus_Koulutuksen kehittäminen"
"E10068367","PA","Ruskilan koulu Nakkilan kunta","School/Institute/Educational centre – General education (basic education)","Nakkila","Satakunta","Finland","2019-1-LT01-KA229-060544_4","KA229","School Exchange Partnerships",2019,"4C's: Learning 4 Tomorrow","4C",36,"Follow-up",01.09.19,31.08.22,23388,"TOPIC-18_TOPIC-3_TOPIC-70","Tasa-arvo ja osallisuus_Digitaalisuus_Kulttuuriperintö"
"E10078574","APP","Ruukin koulu","School/Institute/Educational centre – General education (pre-primary level)","Siikajoki","Pohjois-Pohjanmaa","Finland","2016-1-FI01-KA101-022517","KA101","School education staff mobility",2016,"Laaja-alainen osaaminen opetuksessa",,24,"Finalised",01.06.16,31.05.18,"22 494,00 €","TOPIC-38_TOPIC-23_TOPIC-3","Nuorisoala_Koulutuksen kehittäminen_Digitaalisuus"
"E10078574","APP","Ruukin koulu","School/Institute/Educational centre – General education (basic education)","Siikajoki","Pohjois-Pohjanmaa","Finland","2015-1-FI01-KA101-008704","KA101","School education staff mobility",2015,"Kohti yhtenäistä peruskoulua",,12,"Finalised",01.06.15,31.05.16,"17 310,00 €","TOPIC-9_TOPIC-28_TOPIC-19","Yhteiskunnallinen vuoropuhelu_Laadunhallinta_Interkulttuurinen koulutus"
