"ProjectCode","link","Role","NameInLatinCharacterSet","OrganisationType","City","CountryRegionDescription","CountryDescription","ActionType","ActionTypeDescription","CallYear","ProjectTitle","Acronym","DurationInMonths","Status","ProjectStartDate","ProjectEndDate","Initial awarded grant(IAG)","Topics","TopicDescriptions"
"2016-1-FI01-KA201-022700","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA201-022700","APP","Valteri-koulu Onerva","School/Institute/Educational centre – General education (secondary level)","Jyväskylä","Keski-Suomi","Finland","KA201","Strategic Partnerships for school education",2016,"“ALL ABOARD” - Innovative actions and products to strengthen the competence of national expertise centers supporting inclusive education for pupils and students with special educational needs","ALL ABOARD",32,"Finalised",01.09.16,30.04.19,133863,"TOPIC-18,TOPIC-5","Inclusion - equity,Disabilities - special needs"
"2016-1-FI01-KA201-022772","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA201-022772","APP","Suonenjoen lukio","School/Institute/Educational centre – General education (secondary level)","Suonenjoki","Pohjois-Savo","Finland","KA201","Strategic Partnerships for school education",2016,"Healthy EU","HEU",36,"Finalised",01.09.16,31.08.19,227861,"TOPIC-38,TOPIC-23,TOPIC-16","Youth (Participation, Youth Work, Youth Policy),New innovative curricula/educational methods/development of training courses,Health and wellbeing"
"2016-1-FI01-KA202-022646","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022646","APP","JYVASKYLAN KOULUTUSKUNTAYHTYMA","School/Institute/Educational centre – Vocational Training (secondary level)","JYVASKYLA","Keski-Suomi","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Lucky you - getting older in Europe","Lucky you",24,"Finalised",01.09.16,31.08.18,208012,"TOPIC-23,TOPIC-16","New innovative curricula/educational methods/development of training courses,Health and wellbeing"
"2016-1-FI01-KA202-022668","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022668","APP","Axxell Utbildning AB","School/Institute/Educational centre – General education (secondary level)","Ekenäs","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"AppMentor; Introducing mobile technology as a tool to strengthen the mentoring process during work based learning.","AppMentor",26,"Finalised",01.09.16,31.10.18,226911,"TOPIC-23,TOPIC-3,TOPIC-39","New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences,Open and distance learning"
"2016-1-FI01-KA202-022710","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022710","APP","Seinäjoen koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Seinäjoki","Etelä-Pohjanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Erasmus+ for Security","E4S",24,"Finalised",01.09.16,31.08.18,221699,"TOPIC-19,TOPIC-59,TOPIC-23","Intercultural/intergenerational education and (lifelong)learning,Migrants' issues,New innovative curricula/educational methods/development of training courses"
"2016-1-FI01-KA202-022712","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022712","APP","ESPOON SEUDUN KOULUTUSKUNTAYHTYMA OMNIA","School/Institute/Educational centre – Vocational Training (secondary level)","ESPOO","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Healthy food choices for a sustainable future","Healthy future",26,"Finalised",01.09.16,31.10.18,212190,"TOPIC-16,TOPIC-3,TOPIC-13","Health and wellbeing,ICT - new technologies - digital competences,Environment and climate change"
"2016-1-FI01-KA202-022729","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022729","APP","Keski-Uudenmaan koulutuskuntayhtymä","School/Institute/Educational centre – General education (secondary level)","Järvenpää","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Education and training for migrants and refugees - RESHAPE the future","RESHAPE",24,"Finalised",01.09.16,31.08.18,201278,"TOPIC-23,TOPIC-55,TOPIC-59","New innovative curricula/educational methods/development of training courses,Integration of refugees,Migrants' issues"
"2016-1-FI01-KA202-022744","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022744","APP","The Federation of Swedish Ostrobothnia for Education and Culture/YA - Vocational College of Ostrobothnia","School/Institute/Educational centre – Vocational Training (secondary level)","Vaasa","Pohjanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Entrepreneurial Learning in Art Schools 2.0","EL Art 2.0",26,"Finalised",01.09.16,31.10.18,173945,"TOPIC-4,TOPIC-41","Creativity and culture,Entrepreneurial learning - entrepreneurship education"
"2016-1-FI01-KA202-022751","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022751","APP","Kouvolan kaupunki (City of Kouvola)","Local Public body","Kouvola","Kymenlaakso","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"European Learning Pathways for Social and Health Care",,24,"Finalised",01.09.16,31.08.18,205534,"TOPIC-20,TOPIC-23,TOPIC-36","International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses,Recognition, transparency, certification"
"2016-1-FI01-KA202-022755","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022755","APP","Perho Liiketalousopisto Oy","School/Institute/Educational centre – Vocational Training (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"BUILDING UP INTERNATIONAL E-LEARNING ENTREPRENEURSHIP PLATFORM WITH POP UP RESTAURANT MODULE – CULINARY CARAVAN ON THE MOVE","CULINARY CARAVAN ON THE MOVE",24,"Finalised",01.09.16,31.08.18,189855,"TOPIC-23,TOPIC-39,TOPIC-41","New innovative curricula/educational methods/development of training courses,Open and distance learning,Entrepreneurial learning - entrepreneurship education"
"2016-1-FI01-KA202-022766","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA202-022766","APP","HAAGA-HELIA AMMATTIKORKEAKOULU OY","School/Institute/Educational centre – Vocational Training (secondary level)","HELSINKI","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2016,"Growth in the Work Based Learning (WBL) Triangle","GRIT",26,"Finalised",01.09.16,31.10.18,231947,"TOPIC-24,TOPIC-23,TOPIC-3","Overcoming skills mismatches (basic/transversal),New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences"
"2016-1-FI01-KA203-022741","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA203-022741","APP","HAMEEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","HAMEENLINNA",,"Finland","KA203","Strategic Partnerships for higher education",2016,"Empowering Eportfolio Process","EEP",27,"Finalised",01.09.16,30.11.18,228178,"TOPIC-36,TOPIC-30,TOPIC-3","Recognition, transparency, certification,Recognition (non-formal and informal learning/credits),ICT - new technologies - digital competences"
"2016-1-FI01-KA203-022743","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA203-022743","APP","KARELIA AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","JOENSUU","Pohjois-Karjala","Finland","KA203","Strategic Partnerships for higher education",2016,"Entrepreneurship and Communication in Multicultural Teams","ECMT+",36,"Finalised",01.09.16,31.08.19,329030,"TOPIC-41,TOPIC-18,TOPIC-23","Entrepreneurial learning - entrepreneurship education,Inclusion - equity,New innovative curricula/educational methods/development of training courses"
"2016-1-FI01-KA204-022673","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA204-022673","APP","Keski-Pohjanmaan koulutusyhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Kokkola","Keski-Pohjanmaa","Finland","KA204","Strategic Partnerships for adult education",2016,"Digital Storytelling - Empowerment through cultural integration","DigiPower",17,"Finalised",01.09.16,31.01.18,97570,"TOPIC-3,TOPIC-5,TOPIC-23","ICT - new technologies - digital competences,Disabilities - special needs,New innovative curricula/educational methods/development of training courses"
"2016-1-FI01-KA204-022678","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA204-022678","APP","Learnmera Oy","School/Institute/Educational centre – Adult education","Espoo","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2016,"MOVING Languages - Mobile Virtual Learning for Languages","MOVING Languages",27,"Finalised",01.09.16,30.11.18,191828,"TOPIC-59,TOPIC-55,TOPIC-35","Migrants' issues,Integration of refugees,Teaching and learning of foreign languages"
"2016-1-FI01-KA204-022701","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA204-022701","APP","Sivistysliitto Kansalaisfoorumi SKAF ry.","Regional Public body","Vantaa","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2016,"Spaces for Intercultural Learning",,24,"Finalised",01.09.16,31.08.18,244075,"TOPIC-19,TOPIC-4,TOPIC-23","Intercultural/intergenerational education and (lifelong)learning,Creativity and culture,New innovative curricula/educational methods/development of training courses"
"2016-1-FI01-KA204-022757","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA204-022757","APP","ABO AKADEMI","Higher education institution (tertiary level)","ABO",,"Finland","KA204","Strategic Partnerships for adult education",2016,"Playful Learning Experience - Enhancing adult education and learning environments with digital media","PLAY&LEARN DIGIMEDIA",33,"Finalised",01.09.16,31.05.19,247545,"TOPIC-23,TOPIC-3,TOPIC-25","New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences,Pedagogy and didactics"
"2016-1-FI01-KA205-022561","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2016-1-FI01-KA205-022561","APP","Etelä-Suomen rooli- & strategiapeliyhdistys ry.","Other","Espoo","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2016,"Raising Understanding through Narrative Experience","RUNE",27,"Finalised",01.09.16,30.11.18,255708,"TOPIC-38,TOPIC-35,TOPIC-4","Youth (Participation, Youth Work, Youth Policy),Teaching and learning of foreign languages,Creativity and culture"
"2015-1-FI01-KA201-008969","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA201-008969","APP","Hyvinkään kaupunki Kenttäkadun päiväkoti","School/Institute/Educational centre – Adult education","Hyvinkää","Helsinki-Uusimaa","Finland","KA201","Strategic Partnerships for school education",2015,"FairkIT",,36,"Finalised",01.09.15,31.08.18,132000,"TOPIC-25","Pedagogy and didactics"
"2015-1-FI01-KA201-009038","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA201-009038","APP","Vaalan kunnan sivistyspalvelut","Local Public body","Vaala","Kainuu","Finland","KA201","Strategic Partnerships for school education",2015,"Geoheritage and climate change opening the secrets of home","GEOclimHOME",36,"Finalised",01.09.15,31.08.18,198500,"TOPIC-3,TOPIC-23,TOPIC-13","ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses,Environment and climate change"
"2015-1-FI01-KA201-009076","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA201-009076","APP","Tähtiniityn koulu, Espoon kaupunki","School/Institute/Educational centre – General education (primary level)","Espoon kaupunki","Helsinki-Uusimaa","Finland","KA201","Strategic Partnerships for school education",2015,"Moving Europe- Moving oneself and each other through sports, art and culture across boarders","ME",24,"Finalised",01.09.15,31.08.17,119610,"TOPIC-7,TOPIC-5","Early School Leaving / combating failure in education,Disabilities - special needs"
"2015-1-FI01-KA202-008959","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-008959","APP","Opintotoiminnan Keskusliitto ry","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Future Skills for the Third Sector","FUTUR3",24,"Finalised",01.09.15,31.08.17,201622,"TOPIC-24,TOPIC-10,TOPIC-28","Overcoming skills mismatches (basic/transversal),Labour market issues incl. career guidance / youth unemployment,Quality Improvement Institutions and/or methods (incl. school development)"
"2015-1-FI01-KA202-008966","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-008966","APP","Axxell Utbildning AB","Other","Ekenäs","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Fast track - speeding up migrants integration process into the labour market","Fast track",27,"Finalised",01.09.15,30.11.17,232697,"TOPIC-10,TOPIC-24,TOPIC-30","Labour market issues incl. career guidance / youth unemployment,Overcoming skills mismatches (basic/transversal),Recognition (non-formal and informal learning/credits)"
"2015-1-FI01-KA202-009005","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009005","APP","Raahen Porvari- ja Kauppakoulu","School/Institute/Educational centre – Vocational Training (secondary level)","Raahe","Pohjois-Pohjanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Train to Work","T2W",24,"Finalised",01.09.15,31.08.17,90865,"TOPIC-23","New innovative curricula/educational methods/development of training courses"
"2015-1-FI01-KA202-009019","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009019","APP","Pohjois-Karjalan koulutuskuntayhtymä, Riveria","School/Institute/Educational centre – Vocational Training (secondary level)","Joensuu","Pohjois-Karjala","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"DIG IT: Digital Storytelling meets the world of work","DIG IT",24,"Finalised",01.09.15,31.08.17,154276,"TOPIC-3,TOPIC-23,TOPIC-7","ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses,Early School Leaving / combating failure in education"
"2015-1-FI01-KA202-009020","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009020","APP","TAMPEREEN KAUPUNKI","Local Public body","TAMPERE",,"Finland","KA202","Strategic Partnerships for vocational education and training",2015,"MICA Mechanical Industrial Collaborative Assignments","MICA",36,"Finalised",01.09.15,31.08.18,304110,"TOPIC-23","New innovative curricula/educational methods/development of training courses"
"2015-1-FI01-KA202-009025","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009025","APP","Seinäjoen koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Seinäjoki","Etelä-Pohjanmaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"International Forestry","International Forestry",24,"Finalised",01.09.15,31.08.17,165777,"TOPIC-1,TOPIC-23","Agriculture, forestry and fisheries,New innovative curricula/educational methods/development of training courses"
"2015-1-FI01-KA202-009075","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009075","APP","Itä-Uudenmaan koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Porvoo","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Qualification at work","WORKQ",24,"Finalised",01.09.15,31.08.17,89920,"TOPIC-20,TOPIC-23,TOPIC-7","International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses,Early School Leaving / combating failure in education"
"2015-1-FI01-KA202-009082","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009082","APP","Kainuun ammattiopisto","School/Institute/Educational centre – Vocational Training (secondary level)","Kajaani","Kainuu","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"MUSICREATES","MUSICREATES",26,"Finalised",01.09.15,31.10.17,182275,"TOPIC-4,TOPIC-39","Creativity and culture,Open and distance learning"
"2015-1-FI01-KA202-009089","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009089","APP","ESPOON SEUDUN KOULUTUSKUNTAYHTYMA OMNIA","School/Institute/Educational centre – Vocational Training (secondary level)","ESPOO","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Work for Adults 2.0",,24,"Finalised",01.09.15,31.08.17,212010,"TOPIC-21,TOPIC-25,TOPIC-3","Key Competences (incl. mathematics and literacy) - basic skills,Pedagogy and didactics,ICT - new technologies - digital competences"
"2015-1-FI01-KA202-009096","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA202-009096","APP","Kouvolan kaupunki (City of Kouvola)","Local Public body","Kouvola","Kymenlaakso","Finland","KA202","Strategic Partnerships for vocational education and training",2015,"Visual World, fostering multicultural VET collaboration in visual art and design profession by using virtual and peer learning","VIWO",24,"Finalised",01.09.15,31.08.17,208845,"TOPIC-3,TOPIC-20,TOPIC-23","ICT - new technologies - digital competences,International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses"
"2015-1-FI01-KA203-009044","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA203-009044","APP","TAMPEREEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TAMPERE",,"Finland","KA203","Strategic Partnerships for higher education",2015,"Future Mathematics","FutureMath",36,"Finalised",01.09.15,31.08.18,227561,"TOPIC-26,TOPIC-21","Quality and Relevance of Higher Education in Partner Countries,Key Competences (incl. mathematics and literacy) - basic skills"
"2015-1-FI01-KA203-009046","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA203-009046","APP","TURUN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","TURKU","Varsinais-Suomi","Finland","KA203","Strategic Partnerships for higher education",2015,"Moving towards Multiprofessional Work","MOMU",36,"Finalised",01.09.15,31.08.18,253307,"TOPIC-23,TOPIC-38,TOPIC-16","New innovative curricula/educational methods/development of training courses,Youth (Participation, Youth Work, Youth Policy),Health and wellbeing"
"2015-1-FI01-KA203-009080","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA203-009080","APP","ITA-SUOMEN YLIOPISTO","Higher education institution (tertiary level)","KUOPIO","Pohjois-Savo","Finland","KA203","Strategic Partnerships for higher education",2015,"ON THE WAY TOWARDS A LOW-CARBON SOCIETY - Increasing professionalism in land use and landscape management within climate change","TowardsLCS",36,"Finalised",01.09.15,31.08.18,315267,"TOPIC-13,TOPIC-20,TOPIC-26","Environment and climate change,International cooperation, international relations, development cooperation,Quality and Relevance of Higher Education in Partner Countries"
"2015-1-FI01-KA204-008965","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA204-008965","APP","Tampereen Aikuiskoulutussäätiö sr","School/Institute/Educational centre – Adult education","Tampere","Pirkanmaa","Finland","KA204","Strategic Partnerships for adult education",2015,"Adults Acquiring Digital Skills","Digi4Adults",27,"Finalised",01.09.15,30.11.17,183340,"TOPIC-23,TOPIC-3,TOPIC-21","New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences,Key Competences (incl. mathematics and literacy) - basic skills"
"2015-1-FI01-KA204-009009","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA204-009009","APP","HELSINGIN YLIOPISTO","Research Institute/Centre","HELSINGIN YLIOPISTO",,"Finland","KA204","Strategic Partnerships for adult education",2015,"Handmade Wellbeing - Collaborative learning in craft and welfare interfaces","HANDWELL",24,"Finalised",01.09.15,31.08.17,221140,"TOPIC-19,TOPIC-16,TOPIC-4","Intercultural/intergenerational education and (lifelong)learning,Health and wellbeing,Creativity and culture"
"2015-1-FI01-KA204-009071","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA204-009071","APP","KERAVAN KAUPUNKI","Local Public body","KERAVA",,"Finland","KA204","Strategic Partnerships for adult education",2015,"Teaching and Learning for Life in Europe","TELLE",24,"Finalised",01.09.15,31.08.17,140581,"TOPIC-19,TOPIC-3,TOPIC-23","Intercultural/intergenerational education and (lifelong)learning,ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses"
"2015-1-FI01-KA204-009084","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA204-009084","APP","Luksia, Municipal Education and Training Consortium in Western Uusimaa","School/Institute/Educational centre – Vocational Training (secondary level)","Lohja","Helsinki-Uusimaa","Finland","KA204","Strategic Partnerships for adult education",2015,"IDEAL - Integrating Digital Education in Adult Literacy","IDEAL",24,"Finalised",01.09.15,31.08.17,197851,"TOPIC-21,TOPIC-23,TOPIC-3","Key Competences (incl. mathematics and literacy) - basic skills,New innovative curricula/educational methods/development of training courses,ICT - new technologies - digital competences"
"2015-1-FI01-KA205-008653","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA205-008653","APP","Suomen Nuorisosirkusliitto ry","Non-governmental organisation/association","Helsinki","Helsinki-Uusimaa","Finland","KA205","Strategic Partnerships for youth",2015,"Professionalizing European Youth Circuses (part 2)","PEYC (part 2)",24,"Finalised",01.09.15,31.08.17,120000,"TOPIC-18,TOPIC-23,TOPIC-38","Inclusion - equity,New innovative curricula/educational methods/development of training courses,Youth (Participation, Youth Work, Youth Policy)"
"2015-1-FI01-KA205-008654","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2015-1-FI01-KA205-008654","APP","Rieska-Leader ry","Non-governmental organisation/association","Ylivieska","Pohjois-Pohjanmaa","Finland","KA205","Strategic Partnerships for youth",2015,"TransInnovation Camp for Youth",,27,"Finalised",01.08.15,31.10.17,249235,"TOPIC-41,TOPIC-34,TOPIC-38","Entrepreneurial learning - entrepreneurship education,Rural development and urbanisation,Youth (Participation, Youth Work, Youth Policy)"
"2014-1-FI01-KA200-000820","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA200-000820","APP","Espoon kristillinen koulu / Espoon kristillisen koulun kannatusyhdistys ry","School/Institute/Educational centre – General education (primary level)","Espoo","Helsinki-Uusimaa","Finland","KA200","Strategic Partnerships addressing more than one field",2014,"Space for Science – Implementing Innovations in Science Education",,36,"Finalised",01.09.14,31.08.17,154597,"TOPIC-22,TOPIC-19,TOPIC-3","Natural sciences,Intercultural/intergenerational education and (lifelong)learning,ICT - new technologies - digital competences"
"2014-1-FI01-KA200-000824","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA200-000824","APP","Vesalan yläasteen koulu","School/Institute/Educational centre – General education (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA200","Strategic Partnerships addressing more than one field",2014,"Facing Future with Health and Empowerment",,24,"Finalised",01.09.14,31.08.16,68570,"TOPIC-16,TOPIC-4,TOPIC-3","Health and wellbeing,Creativity and culture,ICT - new technologies - digital competences"
"2014-1-FI01-KA200-000831","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA200-000831","APP","ABO AKADEMI","Higher education institution (tertiary level)","ABO",,"Finland","KA200","Strategic Partnerships addressing more than one field",2014,"Reusable learning objects in education","RELOBIE",24,"Finalised",01.09.14,31.08.16,80970,"TOPIC-39,TOPIC-3,TOPIC-23","Open and distance learning,ICT - new technologies - digital competences,New innovative curricula/educational methods/development of training courses"
"2014-1-FI01-KA200-000893","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA200-000893","APP","LAPIN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","ROVANIEMI","Lappi","Finland","KA200","Strategic Partnerships addressing more than one field",2014,"Learning Tourism: Creating Innovative and Permanent Methods and Practices for Multidimensional Education Collaboration","LeTo",36,"Finalised",01.09.14,31.08.17,375450,"TOPIC-23,TOPIC-41,TOPIC-3","New innovative curricula/educational methods/development of training courses,Entrepreneurial learning - entrepreneurship education,ICT - new technologies - digital competences"
"2014-1-FI01-KA202-000730","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000730","APP","Lounais-Hämeen koulutuskuntayhtymä","School/Institute/Educational centre – Vocational Training (secondary level)","Forssa",,"Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Safety Card for field of lifting","Safety Card",25,"Finalised",01.09.14,30.09.16,181610,"TOPIC-23","New innovative curricula/educational methods/development of training courses"
"2014-1-FI01-KA202-000771","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000771","APP","LAHDEN AMMATTIKORKEAKOULU OY","Higher education institution (tertiary level)","LAHTI","Päijät-Häme","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Motivational workshops for vocational students to continue studies into higher level","Motivation",24,"Finalised",01.09.14,31.08.16,102267,"TOPIC-39,TOPIC-23,TOPIC-20","Open and distance learning,New innovative curricula/educational methods/development of training courses,International cooperation, international relations, development cooperation"
"2014-1-FI01-KA202-000799","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000799","APP","Keski-Uudenmaan koulutuskuntayhtymä","Other","Järvenpää","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"SHAPE - Shared expertice in provision of adult education in 5 European countries","SHAPE",24,"Finalised",01.09.14,31.08.16,171861,"TOPIC-20,TOPIC-23,TOPIC-27","International cooperation, international relations, development cooperation,New innovative curricula/educational methods/development of training courses,Quality Assurance"
"2014-1-FI01-KA202-000826","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000826","APP","Ylä-Savo Municipal Federation of Education","School/Institute/Educational centre – Vocational Training (secondary level)","IISALMI","Pohjois-Savo","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Go Green & Care","GGC",24,"Finalised",01.09.14,31.08.16,166420,"TOPIC-25,TOPIC-1,TOPIC-23","Pedagogy and didactics,Agriculture, forestry and fisheries,New innovative curricula/educational methods/development of training courses"
"2014-1-FI01-KA202-000828","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000828","APP","TURUN YLIOPISTO","Higher education institution (tertiary level)","Turku","Varsinais-Suomi","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Promoting Maritime ECVET Actions","MariePRO",24,"Finalised",01.09.14,31.08.16,258675,"TOPIC-36","Recognition, transparency, certification"
"2014-1-FI01-KA202-000842","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000842","APP","Hengitysliitto ry/Ammattiopisto Luovi","School/Institute/Educational centre – Vocational Training (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Strength from Peer Review - Developing the Quality of International Activities in VET","SEPRI",26,"Finalised",01.09.14,31.10.16,248393,"TOPIC-20,TOPIC-27","International cooperation, international relations, development cooperation,Quality Assurance"
"2014-1-FI01-KA202-000849","https://ec.europa.eu/programmes/erasmus-plus/projects/eplus-project-details/#project/2014-1-FI01-KA202-000849","APP","Invalidisäätiö","School/Institute/Educational centre – Vocational Training (secondary level)","Helsinki","Helsinki-Uusimaa","Finland","KA202","Strategic Partnerships for vocational education and training",2014,"Promoting Mental wellbeing in VET","Mental wellbeing",25,"Finalised",01.09.14,30.09.16,174110,"TOPIC-20,TOPIC-7,TOPIC-16","International cooperation, international relations, development cooperation,Early School Leaving / combating failure in education,Health and wellbeing"
